ticket_id,customer_id,open_date,resolution_hours,satisfaction_score
09b279bf-d,6f84d852,2024-05-11,10.4,7
1113709f-e,6f84d852,2024-10-08,20.4,5
b650b277-8,1d643758,2024-10-28,14.6,6
e3e6e764-c,1d643758,2024-04-30,20.9,8
39f981cd-a,1d643758,2024-05-19,2.6,9
75480b3c-1,86cd958a,2024-08-30,4.5,6
31c3d531-8,86cd958a,2024-06-28,34.8,8
07484c9e-0,86cd958a,2024-09-14,40.5,6
9d15fc48-8,caa8169d,2024-08-16,32.5,6
8f1d22c0-a,14098f13,2024-08-13,20.0,7
794fcde8-f,14098f13,2024-12-05,8.6,5
31d74b3d-c,14098f13,2024-06-19,4.6,4
c985da0b-4,b491342a,2024-11-16,47.0,6
cde64e60-6,b491342a,2024-02-14,4.3,10
b9ee0518-4,31a8551f,2024-03-31,1.3,5
d8c9898d-5,95054c5a,2024-01-06,25.2,7
e85ad053-e,efd43388,2024-06-29,45.2,9
6717a373-d,efd43388,2024-08-10,24.1,5
3a3a33b6-b,efd43388,2024-10-27,29.6,6
b1004c5f-e,cc257990,2024-11-10,35.4,9
5357178c-5,fb879686,2024-01-28,19.7,10
1e12bb07-e,3f713260,2024-05-27,2.2,7
39e253c9-e,3f713260,2024-09-13,26.9,6
501638bf-b,3f713260,2024-06-04,30.3,4
2323730e-0,ef32a539,2024-09-05,15.4,6
53e85df2-0,ef32a539,2024-12-14,22.8,8
6ee8afe1-e,596ed0f9,2024-06-21,18.9,8
cde404b9-9,596ed0f9,2024-03-07,9.9,7
d5a815c6-6,354dc6c9,2024-03-03,50.1,3
7d9c7771-d,354dc6c9,2024-03-05,23.2,8
505aaeb1-f,354dc6c9,2024-01-21,16.3,7
fb8889bd-1,40ce173f,2024-04-16,26.2,5
18d53260-8,40ce173f,2024-02-25,26.7,6
a7ddda3f-1,40ce173f,2024-02-19,6.5,9
53894799-0,8e8492ef,2024-01-20,48.3,2
1fc2f231-f,cfa7d0e1,2024-05-04,12.8,7
c1677f9a-0,cfa7d0e1,2024-03-17,6.7,7
87759f9c-e,f3c2e229,2024-12-20,45.5,2
80b245c9-2,f3c2e229,2024-02-19,56.6,7
a933eb98-1,b0996f7b,2024-02-01,40.5,6
68c72149-7,b0996f7b,2024-09-23,48.8,8
559b384f-b,8166096e,2024-10-18,9.9,8
8c1b4bb1-6,8166096e,2024-03-24,7.3,8
70d18be0-0,b1ae2b8c,2024-12-09,42.0,7
315d369e-2,b1ae2b8c,2024-04-23,45.1,5
fc020291-8,46ca6b2f,2024-01-20,12.7,6
a2d016b0-1,46ca6b2f,2024-08-05,25.8,7
2bbdfd2a-1,4b9e0c79,2024-09-15,0.9,9
2e0d4585-1,4b9e0c79,2024-06-19,34.1,6
ed41c50b-b,267050b6,2024-04-24,9.2,5
7080518c-8,267050b6,2024-11-16,41.2,7
b12509a0-e,267050b6,2024-07-25,56.5,4
065786b2-3,8e96ff68,2024-04-12,4.7,6
be65efec-7,8e96ff68,2024-04-27,28.6,7
023d89ae-5,d43b88c9,2024-04-12,15.5,8
055e3fc8-1,d43b88c9,2024-11-10,40.9,5
23e9f128-1,f01d6e1e,2024-11-02,21.1,8
d562c6e4-5,f01d6e1e,2024-06-02,14.1,6
e54f4a0f-9,f01d6e1e,2024-03-07,31.1,3
04ad1ecd-e,34edfb07,2024-06-18,9.8,7
5aeddf55-0,86667e14,2024-08-12,33.8,4
e0f89fc9-e,3656efbb,2024-10-14,47.2,7
f57deaa4-c,562c51cb,2024-03-07,22.6,5
07d5956a-8,562c51cb,2024-11-01,6.3,10
45c19391-2,562c51cb,2024-08-27,10.8,6
8493f32d-8,6d4684ca,2024-01-07,35.0,8
62546b77-6,7ef74417,2024-10-26,22.1,6
5bb1957a-d,7ef74417,2024-07-12,22.3,8
bef1644d-8,30a8dc9d,2024-02-28,51.9,6
868ea4a3-0,1b0955e4,2024-11-26,8.6,6
3dc7b5e8-f,1b0955e4,2024-12-14,21.0,5
cfe296b1-4,1b0955e4,2024-12-23,9.6,7
43f90174-f,d86b5320,2024-05-29,24.6,5
f0907271-5,d86b5320,2024-01-07,30.1,6
6526a6c8-0,c3a5b839,2024-06-06,32.3,4
8198cef7-5,c3a5b839,2024-09-01,34.2,8
c483aebc-4,c3a5b839,2024-08-02,12.0,4
51534c95-8,a16ca042,2024-03-27,7.1,10
3fd8d351-2,a16ca042,2024-12-26,12.7,6
347adeec-1,546c155a,2024-08-30,67.1,7
b0448a23-c,3323a8c8,2024-11-12,3.7,7
01748bd0-9,3323a8c8,2024-01-13,10.0,7
48acf899-1,cf4ba17b,2024-06-26,5.6,6
1a840b1c-4,11f1f21d,2024-01-21,15.9,6
7c1c1879-1,11f1f21d,2024-08-23,27.5,8
ac2fe4f8-b,11f1f21d,2024-01-23,16.1,7
53bf6fb9-6,6365347d,2024-06-24,37.6,5
aae304fa-2,6365347d,2024-03-09,15.9,7
276db0c8-c,6365347d,2024-06-17,51.4,6
e35baff2-9,1c9d680c,2024-04-15,24.2,7
18fb4be3-a,1c9d680c,2024-04-07,31.1,7
45253394-c,1c9d680c,2024-01-12,0.5,8
cb22a107-3,1eeb8718,2024-02-28,15.5,8
a4204aef-0,1eeb8718,2024-05-22,29.3,6
d13b82a1-e,1eeb8718,2024-02-17,26.0,7
ded85ba3-4,d04bac32,2024-02-05,22.1,5
a2aed256-2,4b0b1c6a,2024-03-27,14.4,5
1c67d84c-c,1b827125,2024-07-15,29.3,7
037b8def-d,904d7909,2024-11-08,7.7,8
af39cd6e-8,40459683,2024-08-13,35.3,6
a79ef993-4,40459683,2024-02-27,5.9,5
2d1672d7-d,40459683,2024-01-11,45.4,7
00f29f14-7,9fa539b7,2024-04-20,33.1,7
7d11397e-b,9fa539b7,2024-09-06,17.1,7
3685eb25-d,9fa539b7,2024-02-28,36.2,7
5b328a08-7,1b428a2f,2024-10-11,25.1,8
9619a98e-9,1b428a2f,2024-05-24,3.8,7
cdc73e08-c,1b428a2f,2024-09-05,41.6,7
10590a27-2,85b4ec8c,2024-08-24,34.7,6
ba5f3b68-d,85b4ec8c,2024-04-24,8.2,8
c32e8fff-3,bd15afb8,2024-11-09,51.9,6
e6fa6312-0,0e2fca64,2024-01-29,11.4,4
c9385741-1,1e289b25,2024-05-16,26.7,4
dc6831f6-3,1e289b25,2024-08-16,26.8,7
f0b788e8-0,895aa5be,2024-01-26,14.3,7
419bd0e8-e,13502b82,2024-07-05,18.5,6
1c08ecdd-8,13502b82,2024-01-18,13.6,7
3701e186-f,f730af9d,2024-07-03,8.2,6
5379f313-5,f730af9d,2024-08-13,27.6,9
dda17406-7,7e18ddc7,2024-04-14,9.5,7
3313cc8b-a,ded338de,2024-06-21,28.1,10
bcdfefba-5,ded338de,2024-05-19,18.5,5
89889ff1-d,6e4e458f,2024-03-21,27.4,9
8d668558-f,6e4e458f,2024-11-10,8.0,5
efe03285-7,ea0d99d4,2024-05-17,29.0,5
9dadb610-0,ea0d99d4,2024-07-14,40.4,10
f3d37d82-5,10b6a2af,2024-10-05,17.8,7
3b6888d0-4,98b38e6e,2024-02-24,28.3,6
1a639cfa-8,9a71b5ef,2024-01-13,6.4,5
bab064db-e,6d2e0766,2024-04-02,19.1,5
93992df2-f,6d2e0766,2024-05-02,26.5,7
70f90e61-2,ab8e8d02,2024-03-11,13.5,9
1c9a31d9-4,ab8e8d02,2024-01-17,6.7,6
11c02097-2,ab8e8d02,2024-04-06,17.4,10
d7b9bb04-9,3d708863,2024-06-17,59.9,5
31016fce-0,75893769,2024-09-10,18.0,5
5a03cebd-f,75893769,2024-03-14,23.3,2
ec4166bc-4,75893769,2024-07-07,17.2,2
485356c0-c,c2adf405,2024-03-28,54.7,8
b4623a36-4,b1c56434,2024-02-18,37.3,7
3ab3afd7-3,b1c56434,2024-01-26,23.5,6
8f34ba99-a,b1c56434,2024-08-25,16.6,5
5ed2e23f-5,8da5f45b,2024-03-23,15.0,7
3512498b-3,736320db,2024-09-24,44.8,5
ce16d67a-9,736320db,2024-02-16,42.2,7
5f92e427-a,736320db,2024-07-28,31.2,10
c435416b-8,32aa127c,2024-05-20,40.4,9
076f7bea-8,6f5f9344,2024-10-09,60.5,7
29b50061-1,6f5f9344,2024-03-20,65.0,10
7a72c1f0-8,6f5f9344,2024-05-19,35.0,7
c09c2a32-4,d938fad3,2024-11-29,26.3,7
81095de4-b,d938fad3,2024-09-24,3.0,3
55684138-2,d938fad3,2024-09-28,10.8,8
5504a346-6,12e9da7d,2024-07-19,13.0,9
0e2e5b15-4,6cca00d9,2024-10-23,58.3,9
4c0d6289-3,0905626b,2024-02-11,8.8,7
5c5f9d16-b,a393e61f,2024-09-21,26.7,4
769dbacb-8,a393e61f,2024-07-03,10.1,7
63753bfd-0,b3af1d95,2024-05-31,54.5,6
eb4e59c5-c,b3af1d95,2024-07-11,51.8,10
c712463c-a,b3af1d95,2024-12-17,23.4,4
c4345f18-8,87cbe4b6,2024-05-15,28.8,7
1e2930ad-0,b82c98cb,2024-07-23,50.0,4
378d6684-c,ecc89c13,2024-04-04,14.9,8
34c0e0be-3,ecc89c13,2024-10-26,37.5,5
1982aeee-6,fcfd8050,2024-08-04,8.5,6
ddb9ce36-8,fcfd8050,2024-04-21,38.0,6
615b7b18-9,e8784755,2024-01-30,33.5,10
c14c2f43-d,6cdcdb6b,2024-09-17,33.7,6
2869c9cf-a,6cdcdb6b,2024-09-16,44.0,4
ec59b033-1,9375fb47,2024-07-16,37.0,3
4c55370d-7,9375fb47,2024-09-20,36.8,8
6a150567-1,28a2e3cf,2024-06-17,12.1,5
30207047-d,5fc99607,2024-11-23,54.5,8
89e6659a-7,5fc99607,2024-10-13,27.1,7
b9a4e621-5,24a855c0,2024-11-07,29.9,3
2619e1fc-6,24a855c0,2024-01-13,41.7,6
f8a141a1-1,24a855c0,2024-04-04,29.8,8
b07f3994-1,327fb503,2024-08-20,29.8,5
d32da559-8,327fb503,2024-06-13,14.2,5
0829a3af-b,327fb503,2024-04-10,15.9,5
57322ea8-0,e6ea1fcc,2024-08-09,28.5,7
4e63ec20-d,e6ea1fcc,2024-08-16,10.4,3
287621a2-a,bad293f4,2024-01-02,16.9,7
f24ea3d0-a,60d86859,2024-07-22,7.0,4
a6d6527b-a,60d86859,2024-04-19,40.4,8
53061b0b-5,60d86859,2024-02-18,15.5,5
106aa5b8-4,e1184450,2024-01-07,47.5,5
8136fb01-4,e1184450,2024-05-24,1.0,9
136709a3-0,e1184450,2024-02-02,13.4,6
0a386ea4-7,1cb2e4be,2024-08-08,33.3,9
9f5f156f-7,1cb2e4be,2024-04-22,7.8,6
0076c506-4,5d3a06fc,2024-12-02,5.1,5
b530b5b4-e,5d3a06fc,2024-07-10,12.1,6
39129b50-5,5d3a06fc,2024-04-13,22.1,3
a6d3d71b-1,1bedb803,2024-02-20,7.1,5
5ba1f21b-3,1bedb803,2024-09-21,17.9,3
e64bd9ce-b,47517fb7,2024-01-29,10.4,8
e9e6a865-8,47517fb7,2024-12-19,10.1,8
0592bd37-a,47517fb7,2024-11-13,28.4,6
edb67a6a-9,220ca7d5,2024-06-02,18.2,5
836c2eca-5,220ca7d5,2024-08-02,13.9,5
b15d45f3-5,7e4713d1,2024-05-08,66.6,5
37983899-1,7e4713d1,2024-02-16,56.9,8
ed09507e-e,6e129b1c,2024-03-12,26.2,6
5517f0ce-e,6e129b1c,2024-08-10,7.9,3
63eb6c1e-9,6e129b1c,2024-05-20,47.7,5
206c2a58-9,d150cb13,2024-08-15,26.8,5
8fdf2bc1-a,d150cb13,2024-08-05,45.4,9
df4a24a6-c,d150cb13,2024-08-02,22.4,6
8f819cb3-3,59d7f095,2024-06-02,4.5,5
5cff153b-b,134374dd,2024-11-01,28.5,3
76aee99a-4,134374dd,2024-04-27,14.5,5
7a2e2780-a,1b60d839,2024-02-09,28.5,4
3ee99f54-9,1b60d839,2024-07-11,3.5,10
bbd268fb-7,08268315,2024-05-02,17.8,8
05b99419-1,08268315,2024-03-02,14.3,7
e5fa651d-6,08268315,2024-12-07,31.5,6
2e4119b5-a,d3d39212,2024-12-09,30.9,6
1ff13c13-b,bc4bc228,2024-10-06,52.1,3
171757a4-a,bc4bc228,2024-11-30,31.3,7
b3368078-1,bc4bc228,2024-12-21,32.8,10
cd02e265-9,49320aac,2024-09-25,17.1,8
2c7bd949-9,49320aac,2024-06-07,38.3,5
12891983-d,0e55ff60,2024-03-31,30.6,8
ad3d5c45-f,0e55ff60,2024-07-11,45.0,5
47b80ef0-1,0e55ff60,2024-10-25,55.5,7
80f9e55b-b,f1a0788e,2024-07-04,45.7,5
d256da15-4,055e1e8e,2024-12-03,6.1,8
33c9e67d-3,055e1e8e,2024-07-13,6.3,9
4bc3ae4b-a,055e1e8e,2024-08-08,55.0,6
95d94856-2,9975449a,2024-12-18,1.0,4
230f67cd-f,9975449a,2024-11-09,17.4,4
787e4289-4,9975449a,2024-08-15,19.9,8
32f416c8-e,23fc5e6d,2024-04-26,46.6,6
38d0eb86-4,84e1e67c,2024-07-23,28.9,10
15f74097-9,2f1e236a,2024-06-10,40.3,10
ca1d8665-f,f10ab4d4,2024-12-13,38.9,5
f2b380b8-0,a4543b49,2024-04-24,36.3,7
d5e1d112-2,a4543b49,2024-03-05,36.5,9
73ad359a-c,89bb6ade,2024-05-29,16.9,3
c35b9d21-a,89bb6ade,2024-08-07,12.4,2
c9733fbb-c,89bb6ade,2024-07-20,9.0,10
c4762976-8,d3047e17,2024-07-04,15.6,6
8962fed1-e,d3047e17,2024-07-03,36.2,3
8fb98611-b,d3047e17,2024-04-04,52.2,6
9f6932ef-7,a03c3297,2024-01-25,22.7,3
0fb884f8-b,a03c3297,2024-08-27,35.5,9
5a5c62f8-8,a03c3297,2024-07-10,28.9,7
f9281c9b-4,379f75ea,2024-05-08,13.4,6
b90a4f5c-3,de34ba4a,2024-09-14,33.0,10
e8533c3d-6,de34ba4a,2024-04-10,43.2,8
0c99e966-6,de34ba4a,2024-06-26,21.4,9
e171b98d-4,375d5270,2024-12-07,38.0,7
bbfacd71-2,375d5270,2024-11-03,19.9,5
8598b85f-4,99a8289c,2024-10-31,26.2,8
8393ddeb-6,99a8289c,2024-08-14,3.1,6
2f17990a-d,f39c2dfa,2024-04-04,53.0,7
507bb2f7-3,f39c2dfa,2024-06-11,63.9,5
ad938596-3,f39c2dfa,2024-11-13,18.6,5
05feaf20-d,413deacb,2024-12-15,7.0,9
0eafb781-0,413deacb,2024-02-29,12.2,8
7d56ebfe-3,413deacb,2024-12-15,25.4,8
42604bed-1,908560c4,2024-08-24,13.8,7
88fe3701-2,908560c4,2024-06-10,26.1,5
c9465583-5,908560c4,2024-05-14,37.8,6
5c1ec54d-0,504640ad,2024-11-20,12.5,5
ada1c90a-3,504640ad,2024-09-10,14.5,4
cfbca342-c,2d39b931,2024-09-13,1.7,6
df16b1ff-0,2d39b931,2024-12-28,4.2,10
f0f5a264-2,177af958,2024-06-17,40.4,4
115532a1-3,177af958,2024-07-04,10.8,7
f046add6-5,687c5b2d,2024-09-30,53.4,9
0755f03a-3,826a150b,2024-09-22,36.0,3
943bb7e6-e,826a150b,2024-05-16,32.0,8
ad31fefb-6,826a150b,2024-08-22,28.8,7
80c77c3b-0,dee1792e,2024-01-07,43.7,7
d6a0d412-1,c92f6a9b,2024-11-08,56.9,1
e62529b3-f,c92f6a9b,2024-02-27,17.3,7
ebd83c6a-2,c92f6a9b,2024-04-24,49.5,10
966ab2ef-9,3a4dfe42,2024-03-19,43.3,5
4838523c-0,3a4dfe42,2024-01-27,26.6,5
a5a14251-1,3a4dfe42,2024-07-22,18.1,5
4f3c66c7-a,92487eb3,2024-06-26,26.2,10
ae4c1caf-0,92487eb3,2024-12-01,57.4,5
45a43f7a-f,92487eb3,2024-08-27,8.3,8
d190da1e-e,1dc7db21,2024-01-05,17.6,8
7c842738-3,ebf84235,2024-08-29,20.0,5
3eea3c43-1,ebf84235,2024-03-25,46.2,9
d6e4cb54-3,0cdb7317,2024-11-11,28.2,3
cb1a68a2-2,0cdb7317,2024-01-22,2.9,6
46a0c579-f,483e2474,2024-08-14,8.4,8
749b0a85-7,483e2474,2024-10-22,18.2,9
c7b3decb-4,b0dbd041,2024-04-14,0.0,8
a87a866a-c,b0dbd041,2024-01-16,29.3,8
2156ee54-a,b0dbd041,2024-10-22,15.2,8
074239d0-f,7c101aef,2024-03-06,7.3,8
9d05f04b-6,bde17b7b,2024-01-18,46.7,3
a70b3212-2,bde17b7b,2024-12-25,30.4,7
21af1b81-f,bde17b7b,2024-03-11,44.1,7
db2567b8-1,2325c534,2024-04-06,42.4,3
9e6c6f91-a,8d109a38,2024-10-18,10.8,8
8d6f18d7-9,fc6b11a7,2024-04-06,36.7,9
74640748-9,74b9ebfa,2024-04-10,24.9,5
6173ac6b-a,74b9ebfa,2024-10-21,7.0,6
198b360c-2,74b9ebfa,2024-08-13,46.8,6
4ce25f7b-e,e22d8bcb,2024-01-28,41.5,8
46db8114-5,e22d8bcb,2024-01-28,46.4,5
7cad86a7-f,e22d8bcb,2024-05-13,9.7,6
44b22572-8,770f81d8,2024-06-28,81.0,6
467def3c-c,770f81d8,2024-04-22,18.5,8
c05a7101-f,d662ccb2,2024-02-01,65.8,8
bf378e23-0,43f4788a,2024-04-08,8.3,5
65bac844-b,43f4788a,2024-07-15,45.8,7
21ad146b-e,31f8533d,2024-03-12,27.2,8
4076fbf9-2,fbe77fdf,2024-09-17,62.2,8
fdbcd8d4-5,fbe77fdf,2024-08-28,25.6,5
cbcca5c7-6,1eb9b1b0,2024-01-02,27.1,7
f4860111-d,1eb9b1b0,2024-09-29,14.2,6
3eb683dc-1,0bac0cac,2024-11-24,21.1,9
bf0256d2-d,0bac0cac,2024-06-25,1.0,5
61570890-f,4ce35350,2024-02-17,31.1,4
3d57b161-9,e7afbe11,2024-08-22,8.5,6
e78f2c8e-a,e7afbe11,2024-04-23,33.1,8
db827c2f-9,539d1ef4,2024-06-28,1.6,6
39cb73c1-e,539d1ef4,2024-04-29,54.4,10
63629032-6,1783761d,2024-09-26,43.4,8
a8334fa4-a,f54d9096,2024-02-10,17.0,6
bf9f948a-5,f54d9096,2024-02-26,29.0,7
817c74d3-9,4f825464,2024-05-21,14.2,7
650326d2-b,4f825464,2024-07-17,7.9,7
9f0a4da0-7,4f825464,2024-08-17,47.9,5
a42a0e7f-6,f9abf07c,2024-04-12,5.7,6
ea3b813d-0,f9abf07c,2024-05-28,20.4,7
327bd68c-6,f9abf07c,2024-07-09,13.7,4
1ad73ffd-8,b5c4c0f0,2024-11-07,13.9,9
e9a038bd-5,b5c4c0f0,2024-03-20,16.2,10
2619d537-2,e06d0106,2024-08-30,21.8,10
ad25e3f9-9,dd3787c6,2024-06-26,2.7,10
322dfdb2-5,2b5dbda8,2024-04-05,24.7,9
f16ee765-4,2b5dbda8,2024-10-27,44.8,6
b25aa8fa-8,2b5dbda8,2024-07-22,31.5,8
83d64b13-1,6ae8d2a2,2024-02-01,21.7,9
9dbf2b50-1,6ae8d2a2,2024-07-14,3.0,9
c15b4f92-8,b1e33646,2024-10-31,6.3,7
ac543540-0,b1e33646,2024-09-15,36.1,6
63720dda-5,cc218e51,2024-06-13,10.9,4
d46fb663-b,cc218e51,2024-01-14,15.9,5
13504997-9,cc218e51,2024-11-23,55.2,9
d3d2091a-3,d72d34e6,2024-12-26,45.3,3
f6ece0e5-2,d72d34e6,2024-12-03,18.3,10
89b0a64e-e,256cc16a,2024-09-29,51.9,4
b30993d6-9,256cc16a,2024-10-28,26.5,6
04646965-7,a0309826,2024-08-09,31.6,10
39eac12a-2,a0309826,2024-12-16,24.2,6
b5bc2a97-5,a0309826,2024-11-03,6.7,7
99294e10-3,5c6b80ff,2024-12-14,25.4,6
25dd81d9-e,5c6b80ff,2024-01-23,20.4,8
b149030b-b,5c6b80ff,2024-08-12,32.3,5
1ff59b9b-6,5fd4b3f3,2024-07-21,4.5,2
d2f4f66a-9,5fd4b3f3,2024-05-05,31.7,5
e20db6a2-1,5fd4b3f3,2024-12-27,10.3,6
6bf659af-c,9cf29b58,2024-03-19,42.5,7
1b972905-9,d50c54b8,2024-09-26,35.5,4
68886036-5,d50c54b8,2024-04-22,5.7,5
74fe1fdc-d,0de87ebe,2024-07-23,11.5,7
777a56e2-b,0de87ebe,2024-03-05,39.4,6
732f7da9-d,5b840472,2024-06-06,16.2,4
98e4ea75-5,5b840472,2024-10-07,20.0,5
ed8aa29f-3,5b840472,2024-09-21,24.8,9
32f18295-4,9386ea7f,2024-08-15,16.6,9
b359a7b6-a,9386ea7f,2024-01-20,30.5,8
093dd74d-a,b7ff0b24,2024-06-13,19.3,7
c903037f-2,b7ff0b24,2024-09-27,9.2,6
43aa64b3-9,b7ff0b24,2024-05-23,13.7,5
2f589880-d,e0579456,2024-01-06,7.1,5
7e34a676-e,e0579456,2024-08-11,51.4,5
c0f9288e-3,827f48cb,2024-02-02,5.4,4
1016b1b7-8,827f48cb,2024-05-18,21.2,5
5ac7fd7c-d,94ce87ec,2024-12-08,42.0,4
5aae5163-1,94ce87ec,2024-01-26,19.3,8
6d446819-9,94ce87ec,2024-11-13,42.5,2
cef37f84-8,52ad2cab,2024-01-10,25.9,8
d1fdf85e-0,baad21d7,2024-06-12,22.6,8
a9f7a95a-3,baad21d7,2024-07-07,52.0,7
51634caa-f,5b326edd,2024-08-18,34.1,7
f4e2c05d-9,5b326edd,2024-12-07,31.8,9
eaf6f353-7,5b326edd,2024-05-06,30.1,7
078d9628-9,36f1ca88,2024-09-03,10.5,7
a8150bf7-d,cea9683e,2024-07-18,10.8,8
8540bd76-c,07f890e7,2024-10-11,25.0,10
3ef51883-d,07f890e7,2024-10-11,10.9,6
97cfa63e-8,07f890e7,2024-10-14,43.8,5
40d0e4c1-0,e2aa2814,2024-05-05,42.7,5
0545c14c-1,e2aa2814,2024-05-22,37.5,4
a7b1be02-5,e2aa2814,2024-06-16,23.7,4
bbb6de62-c,775f3da4,2024-04-14,35.6,5
be57101c-b,775f3da4,2024-05-07,36.1,6
27606c91-e,775f3da4,2024-01-26,19.1,8
b8f0ad59-3,ef0149cb,2024-04-20,7.0,5
f0a33325-7,ef0149cb,2024-05-24,36.4,10
dfabd080-3,cfb5e719,2024-06-14,36.4,8
7d375690-a,cfb5e719,2024-04-18,22.5,2
cad700ed-2,cfb5e719,2024-07-13,27.4,2
28b5b454-8,ee80981f,2024-01-07,27.8,3
6bcbd34d-c,ee80981f,2024-11-11,47.7,7
76bbc07b-3,ee80981f,2024-08-05,33.3,6
be3113fb-d,8dcbf7bb,2024-06-21,47.1,5
f457e6f8-2,8dcbf7bb,2024-12-04,9.1,3
081e439b-4,6a794cca,2024-10-28,9.1,9
2cd4b9c0-4,6a794cca,2024-12-05,11.1,10
4708d08c-7,c4d870d8,2024-06-27,25.3,8
18a08bf6-5,c4d870d8,2024-08-22,14.6,3
515d58d5-5,c4d870d8,2024-02-11,6.2,6
7e67bba9-4,e8511003,2024-05-24,31.8,9
434467e9-9,e8511003,2024-04-07,28.9,7
7c22b502-c,4b81a9bc,2024-08-24,14.6,7
6cb376ed-8,4b81a9bc,2024-09-27,22.7,8
6c7df522-d,4b81a9bc,2024-01-05,28.2,7
75cc9603-1,03794b15,2024-03-24,22.4,8
70a6d49e-d,4ede4d2a,2024-01-20,38.9,10
9675f70e-e,bf87fab9,2024-10-11,20.8,8
04e0a412-8,89871c51,2024-08-13,49.4,8
76114b12-d,89871c51,2024-10-12,13.1,4
fc4af235-2,0d2d8e22,2024-06-21,55.5,8
42738f85-8,0d2d8e22,2024-05-18,20.1,6
f7067616-0,0d2d8e22,2024-08-15,12.5,4
b6761164-d,e4dbb29d,2024-07-26,13.3,4
d4b9f704-7,9383872f,2024-10-11,2.9,7
1cf22401-a,9383872f,2024-04-02,40.3,7
d00e3da7-9,f4e28908,2024-04-29,31.2,5
2197b473-8,f4e28908,2024-06-07,35.7,7
d5ef865a-5,08ec4f39,2024-12-02,24.0,5
3cc05d0f-3,08ec4f39,2024-03-15,38.7,7
82db50d9-c,08ec4f39,2024-04-13,28.4,6
f1348714-d,30938ba5,2024-05-27,38.7,9
5e5883dc-2,70e4f053,2024-08-01,33.2,7
ec63cc41-2,70e4f053,2024-08-02,36.1,8
f4467a82-4,70e4f053,2024-08-16,28.9,7
82b1516e-9,acdd7312,2024-08-31,45.9,8
d7bf22f9-3,aa92d5a7,2024-02-09,8.2,10
1fdc24d8-1,aa92d5a7,2024-12-14,56.7,7
01c6e5fe-c,5ca095e0,2024-12-19,17.1,2
2874cb1d-0,c341a670,2024-04-25,14.4,5
c141cc9c-e,c341a670,2024-11-18,41.2,6
6fec07fc-c,2efd03c2,2024-12-24,49.8,7
07ea50de-e,2efd03c2,2024-02-10,9.8,7
abeac30c-8,2efd03c2,2024-01-04,42.7,9
c7c88071-8,7d13c085,2024-11-12,1.7,7
82261b9c-2,7d13c085,2024-09-12,45.9,7
19c4f7ce-4,7d13c085,2024-07-18,35.0,5
953ae0e6-f,f95144e4,2024-06-14,4.8,4
51a2f930-e,f95144e4,2024-11-13,50.5,7
8774c365-e,0db056d2,2024-04-14,54.9,6
0453f870-9,0db056d2,2024-01-20,21.3,9
0491f286-d,239d2352,2024-11-01,24.5,4
7bb6957d-6,239d2352,2024-11-14,38.4,7
58ee56f2-e,1a148bde,2024-08-10,38.4,6
8bd3c68d-a,1a148bde,2024-02-10,6.4,7
f3ed4475-1,1a148bde,2024-01-11,32.1,5
7ffe0d5c-4,5340b574,2024-10-28,8.8,9
0dcda7b3-0,5340b574,2024-03-26,33.1,4
f937abdf-e,5340b574,2024-10-17,25.5,8
8d927ed9-8,2a5c9289,2024-12-23,26.3,4
9bb2ae96-5,5e448602,2024-04-15,31.1,6
59e437cb-f,5e448602,2024-12-29,9.1,9
28ae7bc0-7,5e448602,2024-01-20,16.0,8
2ba2e283-f,c4a2ab5e,2024-04-28,20.3,5
e3ffd09b-0,c4a2ab5e,2024-09-26,42.1,7
fd9b1ced-7,c4a2ab5e,2024-09-03,23.6,9
01b9a723-7,161f09e7,2024-09-09,1.0,4
bde69bfc-d,161f09e7,2024-06-23,24.1,6
395ea35b-8,9310f416,2024-10-06,45.0,4
22006a3f-2,9310f416,2024-12-07,45.7,6
54a2dfb8-8,0f78dd66,2024-01-21,30.6,3
154f2b40-e,0f78dd66,2024-11-02,2.6,7
de376f09-d,0f78dd66,2024-01-13,33.9,9
e026f8e1-e,ed8fccf1,2024-05-01,40.9,8
b5142b36-8,9d94af09,2024-10-18,69.0,7
dbab054e-e,9d94af09,2024-06-18,33.7,9
fe00e441-9,9d94af09,2024-01-26,4.1,10
3df217ce-f,5d8c40b9,2024-06-16,24.3,7
67ad84ad-3,48e9147c,2024-04-08,34.8,10
95c5844a-e,48e9147c,2024-08-14,11.4,8
04b4ff82-0,48e9147c,2024-05-10,24.6,8
2acb4a73-4,66df6056,2024-03-03,21.4,7
327097f9-5,b5b2ca41,2024-03-30,29.9,10
557c402e-d,b5b2ca41,2024-07-10,22.8,8
4ba4fc6e-8,b5b2ca41,2024-02-13,20.7,7
171d1f21-6,419897f3,2024-01-16,29.6,4
f739e52c-6,490b92c7,2024-08-07,30.7,9
e3497873-2,490b92c7,2024-07-23,56.4,7
b5bce45d-f,490b92c7,2024-06-17,5.2,8
29088526-6,edd9cde2,2024-07-08,45.4,10
2af5bf8b-c,edd9cde2,2024-04-30,26.5,6
b52f3d91-f,edd9cde2,2024-09-21,37.4,8
eff4b905-b,e5c31aed,2024-04-16,26.3,5
5efe524e-5,e5c31aed,2024-11-27,30.2,8
371ad2b6-b,6c42c14c,2024-08-05,7.9,10
a2524341-f,6c42c14c,2024-02-26,21.4,7
c3d45075-3,6c42c14c,2024-06-11,23.2,5
