tx_id,customer_id,tx_date,amount,category,discount_pct,payment_method
a7a7adb3-2,f6e2dc58,2024-02-29,246.07,fruits,20,transfer
036586cd-3,f6e2dc58,2024-08-31,584.2,fruits,20,transfer
c5f8fc9e-1,f6e2dc58,2024-04-25,30.0,vegetables,0,card
d9bc5690-4,a0b3f8a8,2024-02-01,362.94,fruits,0,transfer
0aa84116-0,a0b3f8a8,2024-08-30,624.59,vegetables,0,cash
be8122ab-9,a0b3f8a8,2024-06-01,493.48,organic,0,card
cdfbc68c-7,4ceed270,2024-12-12,428.3,fruits,10,transfer
9eab0f77-d,4ceed270,2024-10-14,295.27,vegetables,0,transfer
9513ec26-6,4ceed270,2024-12-23,215.31,organic,0,cash
09ce245e-4,4ceed270,2024-02-09,237.91,vegetables,10,wallet
7035fe45-9,4ceed270,2024-08-24,566.78,premium,10,card
07359180-9,4ceed270,2024-11-03,274.59,premium,5,wallet
d565343c-e,4ceed270,2024-09-03,652.75,fruits,5,card
a65531c7-8,4ceed270,2024-05-14,255.75,bulk,10,card
a2de8ace-5,4ceed270,2024-06-07,470.0,fruits,20,transfer
0bcb2741-c,4ceed270,2024-08-10,636.0,organic,0,card
193dca29-f,4ceed270,2024-01-08,702.32,premium,5,card
c9f02dfd-4,4ceed270,2024-05-10,507.57,vegetables,15,wallet
3fac9280-b,4ceed270,2024-07-07,221.64,organic,10,transfer
2949f5ee-9,4ceed270,2024-10-31,30.0,vegetables,20,transfer
eee307ce-2,4ceed270,2024-04-23,697.81,premium,0,card
8bf94c4c-1,4ceed270,2024-08-28,194.02,fruits,5,cash
c3a49306-6,4ceed270,2024-05-19,298.85,vegetables,15,cash
6d7d5c3d-1,4ceed270,2024-06-08,316.81,premium,5,card
f827b03a-5,4ceed270,2024-03-18,610.27,premium,0,card
8642bc03-7,b1de2f34,2024-10-23,867.22,vegetables,0,card
8bfaf468-9,b1de2f34,2024-06-08,235.11,vegetables,5,card
0a58e64b-a,b1de2f34,2024-07-01,130.44,vegetables,0,cash
6da313c1-0,b1de2f34,2024-01-19,661.13,organic,0,cash
0294ad99-c,b1de2f34,2024-11-25,223.35,fruits,0,card
f9327f50-7,b1de2f34,2024-06-27,408.25,premium,0,card
9dadc5c5-a,b1de2f34,2024-03-09,30.0,organic,5,cash
56e03747-7,b1de2f34,2024-08-10,157.97,vegetables,0,wallet
041b80f5-a,b1de2f34,2024-11-30,369.3,fruits,5,transfer
3c165e54-5,b1de2f34,2024-06-10,531.55,fruits,5,wallet
b0d43d15-6,9736a26a,2024-05-23,313.95,fruits,10,card
e82a8d87-f,9736a26a,2024-03-25,178.03,fruits,15,card
170ac74c-c,9736a26a,2024-08-09,750.72,organic,15,cash
c49de37d-f,9736a26a,2024-10-28,30.0,fruits,5,card
ca25bfaa-5,9736a26a,2024-03-08,564.03,fruits,0,transfer
af198b34-4,9736a26a,2024-09-10,553.27,fruits,10,card
4e65121a-b,9736a26a,2024-10-24,332.38,fruits,0,card
dbc7632a-7,9736a26a,2024-04-09,124.78,bulk,0,card
4ecc9768-b,9736a26a,2024-01-09,30.0,fruits,5,card
9c7fac98-5,9736a26a,2024-11-22,426.47,fruits,5,transfer
6ce00722-b,9736a26a,2024-05-04,166.73,bulk,0,cash
144337f5-6,9736a26a,2024-03-11,355.45,vegetables,5,transfer
dd7415de-b,9736a26a,2024-07-12,404.77,fruits,0,cash
470a5741-e,9736a26a,2024-04-04,375.34,vegetables,20,cash
97b0b8a3-9,9736a26a,2024-07-03,603.13,vegetables,0,transfer
1fee3128-f,9736a26a,2024-12-23,459.4,premium,5,transfer
f69af8e2-6,9736a26a,2024-10-29,243.55,organic,10,card
f095a779-b,9736a26a,2024-03-02,40.59,vegetables,0,wallet
b8da3989-0,a6997f82,2024-02-11,92.39,fruits,0,transfer
a18a48ed-9,a6997f82,2024-10-17,309.16,fruits,0,transfer
1d4e3191-a,a6997f82,2024-07-26,277.89,vegetables,0,card
4f0baad9-f,a6997f82,2024-02-26,464.07,bulk,0,card
69ef3ab1-3,a6997f82,2024-11-07,189.92,vegetables,0,card
706cd668-c,a6997f82,2024-01-13,231.19,vegetables,5,card
fae7800b-7,a6997f82,2024-01-21,298.8,vegetables,0,transfer
859b06ea-9,a6997f82,2024-12-07,153.63,fruits,10,card
2c164527-c,a6997f82,2024-06-27,478.14,organic,0,card
eb1daa54-d,a6997f82,2024-05-02,262.48,vegetables,10,cash
53372cb0-e,a6997f82,2024-07-24,347.47,fruits,10,card
13741636-a,a6997f82,2024-01-12,458.01,vegetables,15,card
cf576cd4-a,63940452,2024-10-23,172.36,fruits,5,card
7dcf7449-7,63940452,2024-03-01,460.28,fruits,0,transfer
ed9e1f10-d,63940452,2024-10-26,177.52,organic,15,cash
ca71cd31-b,63940452,2024-08-01,397.37,fruits,0,cash
be7bdff8-c,63940452,2024-08-30,137.56,fruits,0,wallet
19541b43-5,63940452,2024-11-22,246.15,organic,5,cash
f0d36530-7,63940452,2024-07-18,570.4,fruits,0,card
6c298382-9,63940452,2024-11-30,292.81,vegetables,15,transfer
ab21c128-5,63940452,2024-10-31,473.37,bulk,0,card
767f6c2f-a,63940452,2024-01-16,512.45,fruits,10,card
5d02dfe0-e,63940452,2024-09-25,784.19,fruits,0,transfer
240d5dd9-1,f04ccc11,2024-12-20,94.24,fruits,5,cash
61a55398-4,f04ccc11,2024-04-12,328.28,fruits,0,transfer
659d86cb-6,f04ccc11,2024-01-28,390.9,bulk,15,transfer
4096d5e0-8,f04ccc11,2024-05-03,421.54,vegetables,0,card
f04e6057-2,f04ccc11,2024-01-11,307.06,vegetables,10,cash
84b2ae5b-2,f04ccc11,2024-06-14,130.73,vegetables,5,cash
0d687e10-f,f04ccc11,2024-02-15,242.85,fruits,0,cash
475a3e92-5,f04ccc11,2024-07-11,260.16,vegetables,5,transfer
50945a1f-e,f04ccc11,2024-08-08,333.64,fruits,0,cash
6185de6e-4,f04ccc11,2024-01-29,336.6,vegetables,20,transfer
b9dccbfa-4,f04ccc11,2024-05-29,325.8,bulk,10,card
7353540b-5,f04ccc11,2024-11-12,226.34,premium,15,transfer
e1cc6c09-6,f04ccc11,2024-04-04,403.63,vegetables,10,cash
c1b819b9-d,f04ccc11,2024-06-27,250.26,fruits,5,card
0eef3807-d,f04ccc11,2024-08-04,657.02,fruits,10,cash
0c3d359c-a,f04ccc11,2024-07-03,255.29,organic,5,card
015804f1-9,f04ccc11,2024-01-12,280.94,vegetables,0,card
21a09b74-3,f04ccc11,2024-12-12,235.14,fruits,0,transfer
fda9fd35-9,f04ccc11,2024-09-13,497.68,premium,0,transfer
acd05df0-0,f04ccc11,2024-09-14,370.33,fruits,0,card
44f6d005-0,d0dacbed,2024-08-25,287.83,premium,10,cash
b6c80ace-7,d0dacbed,2024-09-07,266.95,vegetables,15,wallet
3074c8de-a,d0dacbed,2024-03-22,717.41,vegetables,10,card
65a7edcb-d,d0dacbed,2024-08-05,370.56,fruits,0,card
7d6c0ded-4,d0dacbed,2024-02-25,339.35,vegetables,15,card
9d3d6acb-7,d0dacbed,2024-04-12,30.0,fruits,5,card
c1bc1c96-6,d0dacbed,2024-02-06,622.96,fruits,15,card
15984946-f,d0dacbed,2024-05-29,123.12,vegetables,0,wallet
4e51c7a5-2,d0dacbed,2024-11-19,422.28,fruits,0,card
b9ef351d-9,d0dacbed,2024-08-16,628.67,fruits,0,card
7abb4d65-c,d0dacbed,2024-08-04,609.12,premium,0,card
49ca8880-0,d0dacbed,2024-05-30,254.04,fruits,0,wallet
5d0d3699-c,d0dacbed,2024-03-21,73.09,fruits,0,transfer
30d3cd8e-3,d0dacbed,2024-06-28,374.9,organic,0,wallet
405a20e6-a,d0dacbed,2024-10-18,299.02,fruits,0,transfer
4096e88a-0,d0dacbed,2024-06-18,275.05,vegetables,5,card
86625577-f,d0dacbed,2024-12-15,149.7,fruits,0,card
2e0eb25d-6,d0dacbed,2024-07-22,30.0,vegetables,0,card
f06555ec-1,d0dacbed,2024-03-09,427.02,vegetables,5,card
27237192-5,d0dacbed,2024-12-05,383.8,vegetables,5,card
59b563c2-7,d0dacbed,2024-09-30,794.17,premium,5,card
09a3d88e-2,d0dacbed,2024-06-18,150.38,bulk,0,cash
d2e37aff-a,4a882051,2024-07-28,671.93,fruits,5,card
b33362a1-1,4a882051,2024-05-26,280.44,organic,0,card
f9b4d763-2,4a882051,2024-07-27,650.52,premium,15,card
fb2bfc18-d,4a882051,2024-02-11,234.25,vegetables,0,card
8f6a3d54-4,4a882051,2024-05-18,403.7,vegetables,10,card
1a417ac7-2,4a882051,2024-04-10,149.85,fruits,0,card
fdb71fd6-8,4a882051,2024-11-29,415.77,vegetables,0,card
ef354161-e,4a882051,2024-12-22,254.96,organic,5,card
c6635774-1,4a882051,2024-08-28,309.02,organic,0,card
70bb8c43-7,4a882051,2024-04-27,411.7,fruits,5,card
98bb2714-9,4a882051,2024-11-08,161.53,fruits,20,card
dafce4f1-5,4a882051,2024-10-05,175.83,vegetables,15,cash
7ce47f20-d,4a882051,2024-07-13,369.92,bulk,10,card
371f27ac-a,4a882051,2024-11-10,30.0,vegetables,5,card
e14e45f6-f,4a882051,2024-03-24,403.96,vegetables,0,transfer
3fbcca49-e,4a882051,2024-07-07,591.87,vegetables,10,transfer
7d1fd995-7,4a882051,2024-10-16,397.16,vegetables,10,cash
0c9b59cc-7,4a882051,2024-08-10,427.97,fruits,0,transfer
ff681eb4-3,4a882051,2024-02-11,598.1,organic,0,card
f7bec9b4-8,4a882051,2024-01-06,290.88,fruits,15,card
a1f12b83-6,4a882051,2024-08-07,448.88,vegetables,0,card
a6faf0aa-8,c6bad6e0,2024-08-29,150.25,vegetables,10,wallet
443b582b-0,c6bad6e0,2024-03-31,376.99,vegetables,10,transfer
5ff0d745-a,c6bad6e0,2024-07-30,103.23,fruits,5,card
88350cd5-0,c6bad6e0,2024-09-18,165.14,fruits,5,transfer
a85b0455-0,c6bad6e0,2024-03-02,298.05,premium,20,transfer
f8c066b5-b,c6bad6e0,2024-09-30,789.65,vegetables,0,wallet
48555ff5-4,c6bad6e0,2024-01-27,559.86,fruits,10,wallet
f68dc623-d,c6bad6e0,2024-12-24,121.82,vegetables,0,card
821054f1-e,c6bad6e0,2024-01-27,232.95,fruits,0,cash
d601a2d6-6,c6bad6e0,2024-12-02,679.7,vegetables,0,card
48361bf5-5,c6bad6e0,2024-01-31,473.22,bulk,0,transfer
2783f76c-6,c6bad6e0,2024-06-15,161.52,bulk,0,transfer
0747e351-3,c6bad6e0,2024-03-06,448.23,vegetables,5,transfer
aeb95ff5-7,c6bad6e0,2024-02-09,406.79,fruits,0,cash
8e964416-8,c7f649b1,2024-07-11,473.64,fruits,10,card
8b7de88a-2,c7f649b1,2024-04-12,408.7,premium,0,transfer
035cd717-3,c7f649b1,2024-08-24,635.7,fruits,10,card
8dea62d6-c,c7f649b1,2024-04-10,430.24,organic,0,wallet
70d0d269-3,c7f649b1,2024-08-30,580.08,fruits,20,cash
120bfd8d-2,c7f649b1,2024-06-01,114.7,vegetables,5,transfer
d5d4d343-5,c7f649b1,2024-12-02,328.21,vegetables,0,transfer
b5bfcbff-5,c7f649b1,2024-08-03,282.79,fruits,5,transfer
e5e78d7e-5,c7f649b1,2024-12-17,265.04,vegetables,0,cash
ede4ec4c-4,c7f649b1,2024-01-09,424.04,fruits,0,card
ef2884a6-f,c7f649b1,2024-05-12,586.24,bulk,10,cash
89a42ae1-f,c7f649b1,2024-11-03,465.0,vegetables,10,card
ea060e79-f,c7f649b1,2024-03-29,502.68,premium,0,card
7ffede16-7,c7f649b1,2024-06-07,592.47,fruits,10,card
93010731-2,c7f649b1,2024-08-15,534.46,vegetables,0,card
e367a190-f,c7f649b1,2024-12-10,373.05,vegetables,5,transfer
7a2574af-6,c7f649b1,2024-11-11,608.64,premium,0,transfer
37a6c074-c,c7f649b1,2024-06-04,322.71,vegetables,20,card
e2e99829-4,394a1211,2024-07-11,447.53,vegetables,10,card
f1e1f9b9-2,394a1211,2024-06-09,463.4,fruits,10,cash
2f3d878d-e,394a1211,2024-04-22,376.73,fruits,10,transfer
c001f3be-c,394a1211,2024-10-08,380.33,fruits,10,cash
26e32cc1-c,394a1211,2024-07-31,580.18,bulk,0,card
a57a4581-1,394a1211,2024-11-15,115.38,vegetables,20,transfer
be19ebc9-9,394a1211,2024-07-29,58.63,fruits,0,card
545908e3-0,394a1211,2024-07-11,221.22,premium,0,card
920750ae-4,394a1211,2024-04-23,60.13,premium,0,wallet
d995b46e-b,394a1211,2024-09-14,316.83,bulk,0,card
e201d015-7,394a1211,2024-11-20,117.71,fruits,0,cash
5295c8cd-5,394a1211,2024-05-14,242.06,premium,5,card
01a2dc4c-e,394a1211,2024-06-13,302.14,fruits,5,transfer
b336dc74-e,394a1211,2024-09-17,284.56,fruits,0,transfer
12a57a40-d,394a1211,2024-11-05,338.91,premium,0,card
e67f7275-2,394a1211,2024-07-20,327.59,vegetables,15,card
cca3987f-c,394a1211,2024-03-02,440.41,vegetables,0,card
619d720b-0,394a1211,2024-01-22,30.0,fruits,10,card
607e9707-3,394a1211,2024-02-14,376.83,vegetables,20,cash
7cce8e68-e,114fd46b,2024-04-21,122.22,fruits,0,wallet
4a490f99-c,114fd46b,2024-10-26,260.83,vegetables,0,cash
1750fab2-e,114fd46b,2024-03-20,207.5,organic,0,card
f1a28137-7,114fd46b,2024-03-25,351.78,fruits,0,cash
f7fafbeb-5,114fd46b,2024-03-07,533.78,fruits,10,card
882fc16d-d,114fd46b,2024-02-19,665.85,fruits,5,transfer
6fc74a3e-d,114fd46b,2024-09-10,34.3,fruits,0,card
95cbaa89-c,0a4cb101,2024-08-08,335.99,organic,10,cash
9e3074b5-e,0a4cb101,2024-05-21,245.3,vegetables,0,wallet
e2da5ca2-4,0a4cb101,2024-04-10,418.18,fruits,5,card
59ad927b-c,0a4cb101,2024-10-08,433.57,bulk,0,cash
12e78a0f-8,0a4cb101,2024-05-25,514.46,fruits,0,transfer
d9f3e833-f,0a4cb101,2024-12-22,479.51,fruits,10,cash
784afdde-a,0a4cb101,2024-12-02,974.05,organic,0,cash
27144bf5-0,0a4cb101,2024-08-28,494.61,vegetables,5,card
ead64d21-8,0a4cb101,2024-12-29,453.28,organic,10,transfer
61a01fad-2,0a4cb101,2024-03-13,448.02,fruits,0,card
6d6960d3-5,0a4cb101,2024-09-10,394.6,vegetables,0,transfer
99b6f901-6,e571d8f5,2024-07-30,288.94,fruits,5,transfer
3bb9470b-8,e571d8f5,2024-02-29,210.72,vegetables,0,card
2bb06233-c,e571d8f5,2024-07-13,269.69,fruits,10,card
e523e74e-7,e571d8f5,2024-04-14,30.0,fruits,0,card
edf71276-d,e571d8f5,2024-07-11,396.32,fruits,5,card
e4e2b752-b,7e5555ae,2024-10-20,383.37,bulk,0,wallet
cbd85bea-6,7e5555ae,2024-07-06,512.51,organic,0,transfer
e3c31aaa-1,7e5555ae,2024-10-05,360.07,organic,10,transfer
c335b280-c,7e5555ae,2024-12-20,541.45,fruits,5,card
f71db8c6-9,7e5555ae,2024-12-24,223.6,fruits,15,card
5884dff4-2,7e5555ae,2024-02-04,332.79,bulk,0,cash
63292ba2-2,7e5555ae,2024-03-12,30.0,premium,10,transfer
de300b17-4,7e5555ae,2024-04-09,138.69,vegetables,5,card
217512a9-c,a329ca1d,2024-01-19,333.29,vegetables,20,wallet
8c2bab26-b,a329ca1d,2024-09-03,186.46,vegetables,15,wallet
5bfb4c64-9,a329ca1d,2024-11-30,390.51,fruits,0,cash
533059b0-0,a329ca1d,2024-01-12,528.67,vegetables,0,cash
1f98fdc2-0,a329ca1d,2024-01-15,435.42,fruits,10,cash
81178feb-b,a329ca1d,2024-12-08,234.52,organic,20,card
9a616ff0-6,a329ca1d,2024-04-27,71.21,bulk,0,card
c50838d2-5,a329ca1d,2024-01-11,620.17,fruits,0,card
f5184888-3,a329ca1d,2024-07-14,326.21,premium,10,card
ce2758d7-b,a329ca1d,2024-10-04,168.46,vegetables,10,cash
80b4233f-3,a329ca1d,2024-04-12,220.16,vegetables,0,transfer
804cfc24-3,a329ca1d,2024-06-28,633.09,vegetables,0,card
d0f1f6cb-1,a329ca1d,2024-03-03,329.68,fruits,10,card
6e5a6c0a-c,a329ca1d,2024-10-31,317.8,vegetables,5,card
ffc5da42-e,a329ca1d,2024-08-04,346.7,vegetables,15,cash
2ea33c8d-2,a329ca1d,2024-09-03,630.41,vegetables,0,transfer
d818dacf-8,a329ca1d,2024-11-07,382.33,vegetables,10,wallet
b6bef8c0-7,9775ade4,2024-09-06,515.81,bulk,0,transfer
c015b41e-a,9775ade4,2024-10-16,363.38,fruits,0,transfer
052224e6-f,9775ade4,2024-12-03,175.49,vegetables,0,card
5d9aaded-1,9775ade4,2024-01-28,462.18,fruits,15,card
0a1b6299-5,9775ade4,2024-01-31,257.15,organic,0,transfer
0f36445f-f,9775ade4,2024-10-30,391.18,fruits,0,card
dc1808bc-f,9775ade4,2024-07-04,547.06,vegetables,0,card
d0f19324-5,9775ade4,2024-12-08,498.9,premium,0,card
2587fa1e-3,9775ade4,2024-08-31,161.34,vegetables,0,card
4256e414-0,9775ade4,2024-03-31,440.97,organic,0,wallet
23f657c4-a,9775ade4,2024-01-23,549.05,vegetables,0,transfer
94234d7c-1,9775ade4,2024-12-10,754.61,vegetables,10,transfer
c5bf4d46-b,9775ade4,2024-04-12,361.01,vegetables,5,card
3bf0fee5-8,9775ade4,2024-03-08,436.07,vegetables,0,cash
cac45941-e,9775ade4,2024-03-18,330.29,premium,5,cash
816fd7a5-b,9775ade4,2024-04-21,395.25,organic,10,card
46e97fc8-8,cd27dbfb,2024-03-07,282.31,fruits,0,card
c7fc0b2c-a,cd27dbfb,2024-11-05,426.27,organic,5,cash
6311bff7-5,cd27dbfb,2024-10-08,305.74,bulk,5,cash
8fb27338-2,cd27dbfb,2024-09-25,700.15,vegetables,0,card
44d89156-f,cd27dbfb,2024-05-28,449.01,premium,5,cash
6faf7712-c,cd27dbfb,2024-04-29,548.55,fruits,0,cash
4ff557ed-c,cd27dbfb,2024-06-16,274.25,bulk,15,card
56d5feb7-c,cd27dbfb,2024-02-09,554.67,vegetables,5,transfer
e8c060d9-2,4b9ca668,2024-12-04,195.12,organic,0,card
984808f1-0,4b9ca668,2024-02-01,356.19,organic,5,transfer
17198e45-d,4b9ca668,2024-12-15,526.61,vegetables,0,cash
fef0ae22-e,4b9ca668,2024-09-21,408.93,vegetables,0,cash
b98311bd-9,4b9ca668,2024-07-27,192.64,premium,20,card
f2ffa815-7,4b9ca668,2024-07-29,283.43,vegetables,15,wallet
32a21ab1-0,4b9ca668,2024-10-09,529.46,vegetables,10,wallet
670acdff-c,4b9ca668,2024-03-07,242.85,vegetables,15,card
568f0b7e-4,4b9ca668,2024-10-15,282.9,organic,5,transfer
2b7c99f9-8,4b9ca668,2024-07-25,315.11,bulk,10,cash
65a226d3-8,4b9ca668,2024-05-18,573.86,vegetables,5,transfer
a9b0d835-9,4b9ca668,2024-08-21,298.15,bulk,0,transfer
a3854138-1,4b9ca668,2024-03-04,354.49,fruits,5,transfer
e094f811-9,4b9ca668,2024-07-13,388.65,vegetables,5,cash
dcfc931f-7,4b9ca668,2024-09-07,338.39,premium,10,wallet
82f4fdbd-a,4b9ca668,2024-12-09,187.96,fruits,15,card
f039de82-8,4b9ca668,2024-12-03,453.41,fruits,10,card
ff9b6d97-3,4b9ca668,2024-10-02,225.45,bulk,0,card
5356c7d9-2,4b9ca668,2024-04-18,276.49,premium,15,card
240a4d1a-e,4b9ca668,2024-09-19,483.33,vegetables,0,card
ba289013-5,4b9ca668,2024-02-27,221.35,fruits,0,card
8ac6c367-5,8b627d3f,2024-04-08,30.0,premium,5,card
80740a01-5,8b627d3f,2024-11-27,271.84,fruits,15,card
8eecc3b5-3,8b627d3f,2024-04-08,505.26,fruits,0,card
598d68a1-e,8b627d3f,2024-03-14,447.85,fruits,5,card
1c1afa13-c,8b627d3f,2024-04-20,563.74,vegetables,0,card
b4b68205-0,8b627d3f,2024-05-07,526.5,vegetables,10,cash
8fd9447f-6,8b627d3f,2024-06-27,561.9,fruits,5,card
dd73fd78-2,8b627d3f,2024-09-27,290.48,vegetables,0,card
f24f6324-6,8b627d3f,2024-08-16,549.94,vegetables,10,card
b0753276-a,8b627d3f,2024-12-28,460.84,vegetables,5,card
6cc379a4-1,8b627d3f,2024-06-28,402.71,vegetables,5,card
474b61f4-0,8b627d3f,2024-09-29,419.76,fruits,10,transfer
542a98c8-0,8b627d3f,2024-08-30,193.8,premium,5,card
3f3440f4-5,8b627d3f,2024-05-30,252.92,organic,0,card
1dc79579-8,dcaaa74b,2024-03-07,295.76,premium,0,card
f4edc083-f,dcaaa74b,2024-10-23,238.34,organic,10,card
933cbf06-0,dcaaa74b,2024-02-03,186.95,fruits,15,transfer
6034241e-0,dcaaa74b,2024-05-21,561.78,vegetables,20,card
88b7993c-4,dcaaa74b,2024-09-13,198.28,vegetables,0,cash
80a0a80a-5,dcaaa74b,2024-09-30,463.31,vegetables,5,card
fdcd4d9b-c,dcaaa74b,2024-08-28,168.11,vegetables,0,transfer
8b653e6c-2,dcaaa74b,2024-12-07,164.81,organic,0,card
09682abf-f,dcaaa74b,2024-07-21,361.49,premium,0,wallet
bb80b1c9-2,dcaaa74b,2024-03-23,188.4,fruits,10,wallet
62fe819a-b,dcaaa74b,2024-03-10,439.08,bulk,5,card
10448706-5,dcaaa74b,2024-04-18,435.74,vegetables,10,card
9f92311a-5,dcaaa74b,2024-01-20,185.39,bulk,15,wallet
f150dfa8-4,dcaaa74b,2024-06-11,554.27,vegetables,10,wallet
1085841b-0,dcaaa74b,2024-09-23,719.18,vegetables,10,card
bc0f2d7f-1,dcaaa74b,2024-06-24,360.31,vegetables,0,card
2637d65f-1,dcaaa74b,2024-07-03,389.48,fruits,15,card
c25be0cc-b,dcaaa74b,2024-04-14,616.17,vegetables,5,card
5c68be10-9,dcaaa74b,2024-10-23,196.17,vegetables,5,transfer
8705540e-0,dcaaa74b,2024-05-31,193.55,vegetables,10,card
3f7b3b4b-3,dcaaa74b,2024-08-19,458.95,fruits,20,card
a8844267-a,dcaaa74b,2024-06-07,283.89,bulk,5,cash
592b3c42-e,3cd55856,2024-06-24,30.0,bulk,15,transfer
588798a1-8,3cd55856,2024-01-09,348.4,bulk,0,cash
828309ed-6,3cd55856,2024-06-11,387.3,fruits,10,transfer
7ece7dcc-a,3cd55856,2024-11-30,314.84,vegetables,0,card
850dfbe0-9,3cd55856,2024-01-20,529.48,fruits,0,wallet
863aea73-5,3cd55856,2024-06-21,662.58,premium,5,cash
23a5ec46-8,3cd55856,2024-06-09,480.55,fruits,5,card
5a1cac3e-d,3cd55856,2024-05-19,459.01,fruits,20,cash
d25ad1a5-c,3cd55856,2024-02-11,456.29,vegetables,10,card
bc2ab1ac-8,3cd55856,2024-05-27,487.51,bulk,0,card
0cc96e13-5,3cd55856,2024-02-24,250.83,bulk,5,transfer
3db93cdc-2,3cd55856,2024-02-13,346.72,vegetables,0,card
16c90c5b-5,3cd55856,2024-02-15,508.65,fruits,5,cash
65a37f59-b,3cd55856,2024-07-11,406.38,fruits,10,wallet
ffc02e94-a,3cd55856,2024-07-27,364.24,fruits,10,wallet
42a24498-1,3cd55856,2024-02-10,168.62,fruits,10,cash
b4c8c880-7,3cd55856,2024-03-01,796.39,fruits,0,card
157b7255-e,3cd55856,2024-05-13,282.22,vegetables,0,transfer
d71ac1f6-7,3cd55856,2024-10-27,362.25,vegetables,0,card
49a41fb0-4,3cd55856,2024-10-25,595.91,organic,5,card
78f84c0e-e,3cd55856,2024-02-24,348.41,vegetables,0,card
2ff3bd3c-c,3cd55856,2024-09-21,30.0,fruits,15,wallet
f79909e2-7,74155cbe,2024-10-26,479.0,vegetables,5,transfer
4c086716-d,74155cbe,2024-10-12,115.3,organic,0,transfer
6d1de64b-4,74155cbe,2024-10-04,473.97,fruits,10,wallet
f47ab016-1,74155cbe,2024-06-25,58.2,vegetables,10,wallet
a607d6f8-5,74155cbe,2024-08-12,617.89,fruits,0,transfer
4c02fbae-9,74155cbe,2024-03-20,419.79,vegetables,20,card
de8243f6-e,74155cbe,2024-02-03,553.26,fruits,10,cash
b55ff5c2-4,74155cbe,2024-07-16,402.88,fruits,5,card
49ebc7e3-2,74155cbe,2024-11-05,125.2,organic,0,cash
159901ef-e,74155cbe,2024-07-18,522.67,fruits,0,transfer
c2bc633a-6,74155cbe,2024-05-27,516.37,bulk,10,transfer
3c38e194-5,74155cbe,2024-03-11,344.0,bulk,15,cash
a8f937a9-2,74155cbe,2024-03-01,301.95,vegetables,0,wallet
ce39d031-e,74155cbe,2024-04-23,263.16,fruits,0,cash
6cfb53f7-1,74155cbe,2024-04-14,790.27,vegetables,0,card
8d22b308-6,74155cbe,2024-05-02,488.17,vegetables,0,card
0feef139-e,74155cbe,2024-04-11,411.02,vegetables,0,transfer
f16674dc-3,74155cbe,2024-08-23,190.41,vegetables,10,card
9a2b405e-f,74155cbe,2024-07-03,207.37,vegetables,0,wallet
12c7e974-7,74155cbe,2024-07-20,58.12,vegetables,10,card
e566f6b8-3,74155cbe,2024-10-12,372.81,premium,0,cash
cf915585-6,2fd5568d,2024-01-01,496.12,fruits,5,wallet
f7c3ce0f-3,2fd5568d,2024-09-24,522.99,bulk,0,transfer
f888b090-4,2fd5568d,2024-08-08,616.13,organic,0,wallet
f4efbaaf-0,2fd5568d,2024-09-24,444.83,premium,0,cash
1ec88f60-5,2fd5568d,2024-05-17,337.4,vegetables,0,transfer
0187bb65-e,2fd5568d,2024-12-17,439.25,fruits,0,cash
175da4d1-c,2fd5568d,2024-06-17,496.53,bulk,5,transfer
4d4e0161-3,2fd5568d,2024-08-26,403.57,fruits,0,cash
4dd4be66-f,2fd5568d,2024-12-23,411.81,premium,5,transfer
0b2395b1-d,2fd5568d,2024-01-16,333.74,organic,5,card
8fced7c1-a,2fd5568d,2024-12-18,167.75,fruits,10,transfer
25c12361-8,2fd5568d,2024-11-19,444.07,fruits,15,cash
b232e358-b,2fd5568d,2024-07-02,122.17,fruits,10,transfer
bace0113-3,2fd5568d,2024-10-20,232.25,fruits,0,card
5ecea398-4,2fd5568d,2024-08-25,159.39,fruits,0,transfer
5ba7b35a-6,2fd5568d,2024-07-18,106.6,fruits,5,transfer
3e1b3a75-1,2fd5568d,2024-04-28,337.85,fruits,5,cash
527b3f3a-2,2fd5568d,2024-01-02,323.07,vegetables,0,card
755786cb-2,2fd5568d,2024-04-22,254.59,premium,0,card
c6ae53ca-b,2fd5568d,2024-07-12,729.4,fruits,15,cash
08bf6d4c-0,2fd5568d,2024-09-21,416.82,bulk,0,transfer
d640bcb8-f,2fd5568d,2024-04-05,172.73,vegetables,0,cash
0e367f44-6,2fd5568d,2024-04-28,271.77,vegetables,0,transfer
5d01fd05-b,2fd5568d,2024-07-26,300.03,bulk,5,wallet
46dbd170-9,db36c1d4,2024-01-31,136.57,fruits,0,card
4889dbf5-5,db36c1d4,2024-12-13,487.77,fruits,0,wallet
29e151a4-4,db36c1d4,2024-10-01,350.73,fruits,5,cash
10da6902-2,db36c1d4,2024-07-09,70.79,vegetables,5,card
9bd285e5-a,db36c1d4,2024-01-16,586.31,vegetables,0,transfer
197e0100-d,db36c1d4,2024-09-29,353.54,fruits,0,transfer
1db55047-e,a69eac33,2024-12-02,447.56,fruits,0,transfer
4133afa4-e,a69eac33,2024-05-05,408.76,vegetables,0,transfer
4f25529c-b,a69eac33,2024-09-18,223.3,premium,0,card
2d9753d6-0,a69eac33,2024-10-14,218.2,premium,10,card
68e9013d-3,a69eac33,2024-06-24,342.49,premium,5,cash
f9b20519-2,a69eac33,2024-01-11,167.26,vegetables,0,transfer
